2025-01-16-00:37:52,2.67742262946235e-1,-9.60315333472358e-2,1.74443848927816,-2.85412205590142e-1,-3.25779438018799e-1,3.3730861875746e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:52,2.66439914703369e-1,-9.66968536376953e-2,1.74379528893365,-2.85756402545505e-1,-3.2545444700453e-1,3.37070200178358e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:52,2.66136646270752e-1,-9.69679885440403e-2,1.74336814880371,-2.86035431755914e-1,-3.25879414876302e-1,3.37034649319119e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:52,2.6724025938246e-1,-9.7500138812595e-2,1.7450122833252,-2.85522884792752e-1,-3.26224591996935e-1,3.36885823143853e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:52,2.66653325822618e-1,-9.73527166578505e-2,1.74296861224704,-2.86581251356337e-1,-3.25548569361369e-1,3.37526480356852e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:52,2.65397866566976e-1,-9.63355435265435e-2,1.74328258302477,-2.86233796013726e-1,-3.26087580786811e-1,3.37811470031738e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:52,2.66073915693495e-1,-9.74116325378418e-2,1.74549563725789,-2.86264393064711e-1,-3.26219399770101e-1,3.38285287221273e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:52,2.657011879815e-1,-9.7960631052653e-2,1.74450535244412,-2.86696725421482e-1,-3.26164166132609e-1,3.37895658281114e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:52,2.6543664932251e-1,-9.81020132700602e-2,1.74330568313599,-2.86991490258111e-1,-3.25436936484443e-1,3.37850305769179e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:52,2.65305413140191e-1,-9.80829662746853e-2,1.74262804455227,-2.86918719609578e-1,-3.25392272737291e-1,3.38092697991265e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:52,2.64968448215061e-1,-9.79353586832682e-2,1.74319362640381,-2.86819961335924e-1,-3.26034598880344e-1,3.38013860914442e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.65505525800917e-1,-9.64418517218696e-2,1.74562406539917,-2.85418934292263e-1,-3.25581736034817e-1,3.37802463107639e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.66343805525038e-1,-9.62434079911974e-2,1.7445322142707,-2.860390080346e-1,-3.26358795166016e-1,3.37262524498834e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.65889962514242e-1,-9.69865057203505e-2,1.74386135737101,-2.86677678426107e-1,-3.25808631049262e-1,3.37920718722873e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.66181310017904e-1,-9.72645812564426e-2,1.74420282575819,-2.86889447106255e-1,-3.25466235478719e-1,3.38119241926405e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.66921414269341e-1,-9.67131455739339e-2,1.74546644422743,-2.86119778951009e-1,-3.25332853529188e-1,3.37030463748508e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.66500737931993e-1,-9.75432925754123e-2,1.74504290686713,-2.86290910508898e-1,-3.25618108113607e-1,3.37123341030545e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.68587324354384e-1,-9.70936351352268e-2,1.7463796933492,-2.84785721037123e-1,-3.26315402984619e-1,3.37206628587511e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.66283406151666e-1,-9.69642003377279e-2,1.74324946933322,-2.85877148310343e-1,-3.26117303636339e-1,3.37190522087945e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.66607284545898e-1,-9.78121757507324e-2,1.74393791622586,-2.86195463604397e-1,-3.25526343451606e-1,3.37701638539632e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.65584627787272e-1,-9.83366171518962e-2,1.74314286973741,-2.8679347038269e-1,-3.25349675284492e-1,3.37980429331462e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.64403873019748e-1,-9.67541005876329e-2,1.74166387981839,-2.87013398276435e-1,-3.25779994328817e-1,3.384550942315e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.6506863700019e-1,-9.69869825575087e-2,1.74335145950317,-2.87097957399156e-1,-3.25834274291992e-1,3.38235590193007e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.66867796579997e-1,-9.66966682010227e-2,1.74781545003255,-2.85949336157905e-1,-3.25371901194255e-1,3.37743547227648e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.65825907389323e-1,-9.6818208694458e-2,1.74571201536391,-2.85598993301392e-1,-3.26076004240248e-1,3.3707332611084e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.6564089457194e-1,-9.70079369015164e-2,1.74465046988593,-2.85717301898532e-1,-3.26357205708822e-1,3.37152851952447e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.67667982313368e-1,-9.67457029554579e-2,1.74636989169651,-2.84662299686008e-1,-3.26361868116591e-1,3.36894035339355e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:53,2.66953044467502e-1,-9.68039830525716e-2,1.74551052517361,-2.86119063695272e-1,-3.25584808985392e-1,3.3718729019165e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.66406483120388e-1,-9.65603722466363e-2,1.74490610758464,-2.86543925603231e-1,-3.25316349665324e-1,3.37286207411024e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.65539858076308e-1,-9.67275036705865e-2,1.74635150697496,-2.85570356580946e-1,-3.25676891538832e-1,3.37430159250895e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.65257994333903e-1,-9.68352688683404e-2,1.74595827526516,-2.85082711113824e-1,-3.26099077860514e-1,3.36471981472439e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.65979131062826e-1,-9.77631674872504e-2,1.74458736843533,-2.8533328904046e-1,-3.2551474041409e-1,3.37798224555122e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.66438749101427e-1,-9.79812939961751e-2,1.74514251285129,-2.85706334643894e-1,-3.25223604838053e-1,3.38095082177056e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.66889307234022e-1,-9.69977378845215e-2,1.74365859561496,-2.86629279454549e-1,-3.25104157129924e-1,3.38350666893853e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.65179528130425e-1,-9.67137283749051e-2,1.74407863616943,-2.86286883884006e-1,-3.253988954756e-1,3.38129149542915e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.64819622039795e-1,-9.64603688981798e-2,1.74399858050876,-2.86007430818346e-1,-3.25912502076891e-1,3.3762968911065e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.66416496700711e-1,-9.62392754024929e-2,1.74401431613498,-2.85737885369195e-1,-3.2560830646091e-1,3.37781429290772e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.66097810533312e-1,-9.63074896070692e-2,1.74500735600789,-2.85552872551812e-1,-3.25872659683228e-1,3.37947951422797e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.6427067650689e-1,-9.760406282213e-2,1.74361244837443,-2.86591529846191e-1,-3.25539588928223e-1,3.38156435224745e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.62600368923611e-1,-9.76947943369548e-2,1.74109909269545,-2.87371317545573e-1,-3.26043950186835e-1,3.3833736843533e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.65326023101807e-1,-9.68781312306722e-2,1.7436769273546,-2.86025153266059e-1,-3.25624518924289e-1,3.38017357720269e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.65708764394124e-1,-9.71120993296305e-2,1.74446662267049,-2.86183781094021e-1,-3.25408352745904e-1,3.37793774074978e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.64968925052219e-1,-9.77993276384142e-2,1.74411021338569,-2.87305249108209e-1,-3.25480831993951e-1,3.38120407528347e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.65264087253147e-1,-9.73466237386068e-2,1.74339448081122,-2.86079168319702e-1,-3.26384464899699e-1,3.37915844387478e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:54,2.65301545461019e-1,-9.69144768185086e-2,1.74465974171956,-2.85382376776801e-1,-3.26150205400255e-1,3.37628099653456e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:55,2.65440834893121e-1,-9.67627101474338e-2,1.74449141820272,-2.85197734832764e-1,-3.25935125350952e-1,3.37544759114583e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:55,2.64910803900825e-1,-9.66683758629693e-2,1.74510293536716,-2.85945521460639e-1,-3.25398683547974e-1,3.37546189626058e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:55,2.66014840867784e-1,-9.71564716762967e-2,1.74426672193739,-2.86370277404785e-1,-3.25302521387736e-1,3.37708579169379e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:55,2.65372753143311e-1,-9.70498190985786e-2,1.74401182598538,-2.86593940522936e-1,-3.25368960698446e-1,3.38499069213867e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:55,2.67171435885959e-1,-9.72838401794434e-2,1.74577289157444,-2.85525692833795e-1,-3.25156609217326e-1,3.37430053287082e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:55,2.66833941141764e-1,-9.75584983825684e-2,1.74543105231391,-2.85306427213881e-1,-3.25586318969727e-1,3.36874537997776e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:55,2.66025013393826e-1,-9.72494814130995e-2,1.74581363466051,-2.85809172524346e-1,-3.26061911053128e-1,3.37192005581326e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:55,2.67886956532796e-1,-9.63314639197456e-2,1.74643039703369,-2.85635577307807e-1,-3.25318680869208e-1,3.36857583787706e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:55,2.66073491838243e-1,-9.71826182471381e-2,1.74584870868259,-2.85993311140272e-1,-3.26048215230306e-1,3.37290445963542e-1,110.0,,,,,,,,,,,,
2025-01-16-00:37:55,2.66328546735976e-1,-9.67957178751628e-2,1.74607865015666,-2.85264942381117e-1,-3.26058626174927e-1,3.36428536309136e-1,110.0,,,,,,,,,,,,
